,addinfo,api,category,explain,purpose,title
0,"서비스 게시일 2015-04-01 개발유형 웹사이트 ( )
개발자 정금연 개발자 소재지 서울특별시
개발자 유형 등록일 2015-07-20","제공기관 서비스 설명
한국관광공사 국문 관광정보 서비스
코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 국문으로 제공한다.",분류 : 문화관광,"'글램핑 코리아'는 전국의 글램핑장 정보와 예약기능 및 주변관광지 안내 등으로 글램핑의 계획을 도와주는 웹사이트입니다.

[주요기능]
- 지점안내
: 예약안내, 요금안내, 예약하기, 오시기는길, 공지사항

- 예약하기
: 시설사용일 선택, 예약과정 안내, 환불규정, 시설선택, 시간선택 등

- 시설안내
: 글램핑장 이용시설 안내(샤워실, 야외개수대, 매점 등)

- 프로모션

- 주변관광지
: 수목원, 테마파크, 시장등 주변 관광지에 대한 소개와 소재지, 이용시간, 관리번호 등 안내",한국관광공사의 국문 관광정보 서비스를 활용하여 글램핑장의 주변 광광지 및 가볼만한 곳을 소개하는 서비스를 제공합니다.,글램핑 코리아
0,"서비스 게시일 2015-06-20 개발유형 웹사이트 ( )
개발자 한종철 개발자 소재지 서울특별시
개발자 유형 등록일 2015-07-17","제공기관 서비스 설명
한국공항공사 항공기 운항정보
한국공항공사에서 제공하는 항공코드정보,국내선 운항스케줄,국제선 운항스케줄, 실시간 운항정보",분류 : 교통물류,"'항공여행정보'는 항공정보를 중심으로 다양한 뉴스정보와 여행팁, 공항출입국정보 실시간 운행정보를 제공하는 웹사이트 입니다.

[주요기능]
- 뉴스
: 다양한 뉴스

- 상식/여행팁
: 항공상식, 항공여행팁, 항공광고

- 유용한정보
: 기내좌석도, 위탁수하물, 휴대수하물, 애완동물, 항공사이트, 기타정보

- 공항/출입국
: 항공/도시정보, 출입국정보, 세관/면세정보

- 실시간 운항정보
: 인천공항, 김포공항, 김해공항, 제주공항, 편명으로 조회

- 커뮤니티
: 자유게시판, 묻고 답하기, 선호게시판, 방멸록",한국공항공사의 항공기 운항정보를 활용하여 웹사이트 이용자에게 국내 항공운항정보를 제공합니다.,항공여행정보
0,"서비스 게시일 2015-06-24 개발유형 모바일앱 ( 안드로이드 )
개발자 Hi App's 개발자 소재지 서울특별시
개발자 유형 등록일 2015-07-17","제공기관 서비스 설명
기타 천안시교통정보시스템- 실시간버스도착정보",분류 : 교통물류,"천안지역 버스노선, 정류장, 실시간버스도착정보를 제공하는 앱서비스 입니다.

< 즐겨찾기 >
- 자주 이용하는 정류장 및 노선을 즐겨찾기로 등록
- 즐겨찾기 메모 기능

< 정류장검색 >
- 정류장 검색 및 버스 도착 시간과 현재 위치 제공
- GPS를 연동한 주변 정류장 찾기

< 노선검색 >
- 버스 노선 제공 및 버스 현재위치 제공.
- 전체 노선 경로 제공

< 경로검색 >
- 출발지, 도착지 경로 검색

< 정보 >
- 천안시버스정보시스템
- 정류장도착정보 정렬 기능
- 노선 정보 자동 업데이트",천안시교통정보시스템의 실시간도착정보를 활용해 천안시 실시간 버스 도착 서비스를 제공합니다.,천안버스
0,"서비스 게시일 2015-07-09 개발유형 모바일앱 ( 안드로이드 )
개발자 pigoncchio 개발자 소재지 서울특별시
개발자 유형 등록일 2015-07-16","제공기관 서비스 설명
경찰청 습득물정보 조회 서비스
경찰청 홈페이지를 통해 습득물에 관한 정보를 조회 할 수 있다.",분류 : 재난안전,"분실물 센터 앱은 물건의 종류와 장소, 기관을 검색해 잃어버린 물건을 찾을 수 있도록 돕는 서비스입니다.

[주요기능]
- 경찰서나 유물건명으로 검색(경찰서)
- 물건 종류로 검색(경찰서)
- 분실 장소로 검색(경찰서)
- 경찰서 위치 지도정보
- 경찰서에서 보관중인 습득물 정보 제공
- 타기관(버스,택시,지하철,코레일) 검색(서울시)
- 전국 유실물센터 전화번호 안내실물 센터에 보관중인 분실물을 검색할 수 있는 기능 제공",경찰청 유실물 종합관리시스템에서 제공하는 습득물정보 조회를 토대로 사용자의 분실물 찾기위한 정보 서비스를 제공합니다.,"분실물 센터(유실물,습득물)"
0,"서비스 게시일 2014-05-01 개발유형 모바일앱 ( 안드로이드 , iOS )
개발자 (주)위버플 개발자 소재지 서울특별시
개발자 유형 등록일 2015-07-15","제공기관 서비스 설명
한국예탁결제원 금융용어조회서비스
금융용어로 의미를 조회한다.
한국예탁결제원 국제거래정보서비스
국제거래정보서비스
한국예탁결제원 증권대차서비스
증권대차정보서비스
한국예탁결제원 기업정보서비스
기업, 회사, 증권정보
한국예탁결제원 단기금융증권정보서비스
단기금융증권정보서비스
한국예탁결제원 파생결합증권정보서비스
파생결합증권정보서비스
한국예탁결제원 주식정보서비스
종목명, 종목번호, 기준일 등을 기준으로 주식기본정보, 상장정보, 주식관련사채 행사조건정보 등을 조회하는 주식정보 서비스",분류 : 재정금융,"관심종목의 등록만으로, 투자판단에 필요한 모든 정보를 한번에 모아보고, 내 종목의 이상징후를 실시간 알림으로 챙겨보세요.

[주요기능]
<스넥 기능 #1 : 투자 알리미>
내 종목의 정보/시세변화/이상징후를 실시간 푸시알림으로 알려드립니다.
*이상징후 알리미는 관련특허 출원 중인 스넥만의 독자 서비스입니다.

<스넥 기능 #2 : 구루(Guru)>
수익률로 검증된 주식고수, ‘스넥 구루(Guru)’를 팔로우 하세요!
구루의 포트폴리오 소식을 실시간으로 받아볼 수 있습니다.

<스넥 기능 #3 : 정보피드>
뉴스 / 공시 / 애널리포트 / IR자료 / 칼럼 / 증권방송 / 블로그 등 내 종목에 관한 모든 투자정보를 한 번에!

<스넥 기능 #4 : 투자 네트워크>
주위에 누가 주식을 하고 어떤 종목에 관심있는지, 스넥에서는 쉽게 알 수 있습니다.
친구들과 정보를 공유하고 투자의견을 나누어보세요.

<스넥 기능 #5 : 채팅>
스넥은 주식에 특화된 채팅을 지원합니다.
다양한 형식의 투자정보들을,10초 후 사라지는 비밀글로 안전하게 공유하세요.","한국예탁결제원의 기업정보, 주식정보 등의 금융 정보서비스를 활용해 스넥에서 증권투자정보를 제공합니다.",스넥(SNEK) - No.1 종목관리 앱
0,"서비스 게시일 2013-08-01 개발유형 웹사이트 ( )
개발자 전병우 개발자 소재지 서울특별시
개발자 유형 등록일 2015-07-14","제공기관 서비스 설명
한국관광공사 국문 관광정보 서비스
코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 국문으로 제공한다.
한국관광공사 일문 관광정보 서비스
코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 일문으로 제공한다.
한국관광공사 영문 관광정보 서비스
코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 영문으로 제공한다.",분류 : 문화관광,"어스토리는 여행자들이 여행을 계획하고, 여행계획에 맞는 최적의 여행상품을 찾을 수 있도록 도와주는 서비스입니다.
지도 중심의 플래닝 서비스는 가고자 하는 여행지의 수많은 명소, 음식점, 호텔을 쉽게 선택할 수 있도록 도와줍니다.

[주요기능]
1. 국내/해외 여행지를 선택 후 해당 여행지에 대한 호텔, 명소, 음식, 쇼핑, 다른 여행자가 올린 일정을 볼 수 있는 기능을 제공
2. 목적지와 체크인, 체크아웃을 선택 시 해당조건에 맞는 호텔 리스트 및 예약 서비스 제공
- 상세보기,요금, 지도, 리뷰
3. 목적지, 출국/입국, 왕복/편도 등을 선택 시 해당조건에 포함하는 전세계 항공권 리스트 제공 및 예약 기능",국내 DB 확충과 인바운드 여행을 도모하기 위해 관광공사 API를 사용하여 국내 관광일정 및 소개 서비스를 제공합니다.,어스토리 (earthtory)
0,"서비스 게시일 2015-02-27 개발유형 모바일앱 ( 안드로이드 , iOS )
개발자 flybook 개발자 소재지 서울특별시
개발자 유형 등록일 2015-07-13","제공기관 서비스 설명
문화체육관광부 국립중앙도서관 도서 및 디브러리 정보 서비스
국립중앙도서관에서 보유한 도서/비도서, 온라인자료, 국가종합정보, 고전적정보 등을 제공",분류 : 공공행정,"◆ 책을 만나는 새로운 방법! 나에게 맞는 책을 발견해 보세요!
- 혹시 무슨 책을 읽어야 할 지 고민하고 계시나요? 베스트 셀러에 있는 책만 읽지 말고 친구나 직장 동료 혹은 유명인사들이 지금 읽고 있는 책이 무엇인지 알아보세요.^^

▶ 주요 기능
- 뉴스 피드를 통한 내 친구들의 소식 확인
- 내가 읽은 책에 대해서 게시글 등록, 댓글, 공유하기(SNS채널)
- 책 이름, 저자를 통해 원하는 책 정보 검색
- 친구, 추천 친구 추가/초대하기
- 내가 읽은책, 읽고 싶은 책 기록하기
- 책 구매하기(온라인서점 Yes24, 반디앤루니스, 영풍문고, 교보문고)
- 도서관 대여(도서관 목록 확인 가능)",국립중앙도서관 도서 및 디브러리 정보 서비스를 활용하여 도서관 목록 확인기능을 제공합니다.,플라이북 - 책 SNS
0,"서비스 게시일 2015-05-06 개발유형 모바일앱 ( 안드로이드 )
개발자 유호철 개발자 소재지 서울특별시
개발자 유형 등록일 2015-07-10","제공기관 서비스 설명
서울특별시 정류소정보조회 서비스
정류소에 대한 정보 제공",분류 : 사회복지,"e마을은 스마트폰 앱과 자동 연동되는 아파트 홈페이지를 제공하고 운영합니다.
각종 기능과 서비스, 정보를 거주하는 아파트를 중심으로 맞춤 제공합니다.

[스마트한 소통 기능소개]
- 24시간 휴대하는 스마트폰을 통해 관리사무소 공지사항등을 손쉽게 확인합니다.
- 거주아파트의 주요결정사항, 회의록 등을 손쉽게 확인할 수 있습니다.
- 긴급사항 발생시 푸쉬알림을 통해 내용을 신속히 전달 받습니다.
- 나의 의견, 건의사항 등을 글작성, 덧글작성 등을 통해 전달할 수 있습니다.
- 아파트내 모임, 동호회 등을 위한 온라인 커뮤니티 기능을 제공합니다.
- 거주아파트를 중심으로 한 다양한 정보와 컨텐츠, 소식을 받아볼 수 있습니다.

[생활편리성을 높이는 기능소개]
- 본인세대의 관리비 청구내역을 손쉽게 확인할 수 있습니다.
- 이번달 관리비를 전월과 비교하거나 전년도 같은 월과 비교할 수 있습니다.
- 거주아파트의 동일한 평형 세대의 평균관리비와 본인세대 관리비를 비교할 수 있습니다.
- 검침원의 세대내 방문없이 간단한 앱내 촬영으로 자가 가스검침을 할 수 있습니다.
- 관리사무소, 경비실에 보관중인 택배를 알림 받을 수 있습니다.
- 아파트 놀이터에서 놀고있는 아이의 모습을 CCTV중계를 통해 확인할 수 있습니다.
- 우리집 차량의 아파트 입출차를 통보 받을 수 있습니다.
- 거주아파트 홈네트워크 서비스를 스마트폰에 연동하여 사용할 수 있습니다.
- 아파트앞 버스정류장의 버스 도착시간을 간단히 확인할 수 있습니다.
- 아파트 인근의 콜택시, 대리운전 부르기가 쉬워집니다.

[모바일 투표와 설문 기능소개]
- 거주아파트의 주요의사결정을 위한 설문과 투표에 스마트폰으로 참여할 수 있습니다.
- 아파트 대표를 선출하는 동대표선거와 입주자대표회의 선거에 스마트폰으로 참여할 수 있습니다.
- 설문과 투표, 선거를 위한 비용과 시간, 노력을 대폭 절감하게 됩니다.
""e마을"" 애플리케이션의 사용과 서비스는 아파트단지 단위로 제공됩니다.","서울특별시 정류소정보조회 서비스를 활용하여 아파트 주변에 있는 버스 정류소를 검색하여 버스 정보를 안내합니다.
앱을 다운받은 후 인증/가입 절차를 거치면 메인 화면으로 이동합니다.",e마을 - 모바일 투표 및 아파트 앱
0,"서비스 게시일 2015-06-09 개발유형 모바일앱 ( 안드로이드 , iOS )
개발자 SK planet 개발자 소재지 경기도
개발자 유형 등록일 2015-07-08","제공기관 서비스 설명
서울특별시 대중교통환승경로 조회 서비스
목적지로의 이동 경로에 대한 정보 제공
서울특별시 버스위치정보조회 서비스
실시간 버스위치 정보 제공
서울특별시 버스도착정보조회 서비스
특정 정류소에 대한 버스 도착예정 정보 제공
서울특별시 정류소정보조회 서비스
정류소에 대한 정보 제공
서울특별시 노선정보조회 서비스
노선에 대한 정보 제공",분류 : 교통물류,"어디를 가든 T map 대중교통만 있으면 끝!
드디어 T map 대중교통 아이폰 버전이 새롭게 업그레이드 되었습니다.
더 편리하고 정확해진 T map 대중교통! 이젠 통신사 관계없이 누구나 이용하실 수 있습니다.

[주요 기능 안내]
1. 목적지만 입력하면 최적의 대중교통 경로를 찾아주는 길찾기
2. 내가 내릴 곳을 정확하게 알려주는 하차알림 (버스 및 지하철 지상구간에서 제공됩니다.)
3. 버스 빈자리를 미리 확인할 수 있는 여유 좌석 정보 (경기 광역버스 제공)
4. 서울 마을버스를 포함한 실시간 버스 도착정보
5. 전국 지하철 노선도 (최소시간/최소환승 경로와 도착정보 제공)
6. 실시간 교통 상황을 기반으로 한 정확한 도착시간 예측
7. 자주가는 경로와 목적지를 한 눈에 볼 수 있는 카드 UI
8. 출/퇴근, 등/하교가 쉬워지는 출퇴근 카드와 출발 알림 기능
9. 어디에 있든 내 집까지 가는 최적의 경로를 알려주는 ""집으로"" 카드","서울특별시, 경기도, 부산광역시, 대전시, 인천광역시, 울산시, 광주광역시, 군산시의 교통정보를 활용하여 대중교통 실시간 서비스를 제공합니다.","T map 대중교통 (티맵대중교통,지하철,버스,지도)"
0,"서비스 게시일 2015-06-15 개발유형 모바일앱 ( 안드로이드 , iOS )
개발자 TK Labs. 개발자 소재지 서울특별시
개발자 유형 기타 등록일 2015-07-07","제공기관 서비스 설명
한국관광공사 국문 관광정보 서비스
코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 국문으로 제공한다.",분류 : 문화관광,"나눌수록 행복한 여행을 만들어나가는 여행왕입니다.
지금부터 여행왕과 함께 여행을 만들어 나가는건 어떠세요?
지금바로 다른 사람들의 수많은 여행을 평가하고 내가 다녀온 여행도 등록해보세요!
추억을 나누는 여행왕과 함께 말이죠 :)

[주요기능]

1. 여행스토리 공유 기능
2. 다녀온 여행지 평가 기능
3. 여행지 추천 기능
4. 여행검색 기능",한국관광공사 '국문 관광정보 서비스' 를 활용하여 관광지 정보 서비스를 제공합니다.,여행왕(TravelKing) - 모든 여행의 시작
0,"서비스 게시일 2015-07-03 개발유형 모바일앱 ( 안드로이드 )
개발자 이승우 개발자 소재지 서울특별시
개발자 유형 등록일 2015-07-06","제공기관 서비스 설명
외교부 여행금지제도
외교부에서 지정하는 여행금지 국가 목록정보 및 상세정보를 조회할 수 있다. 금지국가 지정 현황 이라크(2007년 8월 7일 ~ 2014년 1월 31일까지) 소말리아·아프가니스탄(2007년 8월 7일 ~ 2014년 8월 6일까지) 예멘(2011년 6월 28일 ~ 2014년 2월 28일까지) 시리아(2011년 8월 20일 ~ 2014년 7월 31일까지)
외교부 국가별 기본정보
여행 대상 국가의 국가명, 영문명, 대륙 및 기본정보, 국기 이미지 경로 등을 포함한 목록정보와 단일 국가정보에 대한 상세정보를 조회할 수 있다. 예) 태국 ㅇ 국 명 : 타이 왕국(Kingdom of Thailand) ㅇ 위 치 : 위도상 북위 5.6°- 20.7°, 경도상 동경 97.3°- 105.7° (방콕 : 북위 13.5°, 동경 100.5°) ㅇ 기 후 : 고온다습한 열대성 기후이며, 3계절로 대별(2월중순 ∼ 5월 고온, 6월 ∼ 10월 우기, 11월 ∼ 2월초 비교적 저온) - 연평균 기온 : 28℃(평균최고 32.5℃, 평균최저 23.7℃) * 방콕 연평균 기온 : 28.5℃(평균최고 35.4℃, 평균최저 21℃) - 연평균 강우량 : 1,600 mm - 연평균 습도 : 79%(최고 94%, 최저 60%) ㅇ 면 적 : 51.4만 k㎡(한반도의 2.3배) ㅇ 인 구 : 약 6,407만명(2012년) ㅇ 수 도 : 방콕시(Bangkok : 인구 570만명, 면적 1,569㎢), 방콕시 및 인근지역(약 1,038만명) ㅇ 정 체 : 입헌군주제(1932년 6월 혁명 이래) - 국가원수 : 푸미폰 국왕(His Majesty King Bhumibol Adulyadej) * 차크리 왕조 제9대 왕(1946년 즉위) ㅇ 정치형태 : 내각책임제 - 총리 : 잉락 친나왓(Yingluck Shinawatra) * 제28대 총리(2011년 8월 취임) ㅇ 의 회 : 양원제(상원 150명, 하원 480명) ㅇ 국경일 : 12월 5일(Bhumibol 국왕 탄신일) ㅇ 민 족 : 타이족 85%, 화교 12%, 말레이족 2%, 기타 1% ㅇ 종 교 : 불교 94.6%, 이슬람교 4.6%, 기독교 0.7%, 기타 0.1% ㅇ 언 어 : 타이어(공용어) ㅇ 주요 자원 : 천연고무, 타피오카, 쌀, 주석, 텅스텐, 안티모니, 천연가스 ㅇ 1인당 국민소득 : 5,382달러(2012년) ㅇ 화폐단위 : Baht(바트), US $1 = 약 32Baht(2013년 9월) ㅇ 서울과의 시차 : -2시간
외교부 국가별 안전정보
* 각 공관에서 실시간 업데이트 되는 국가별 최신 안전정보 제공 예) 미국, 「넉아웃 게임」주의 ㅇ 「넉아웃게임」이라 불리는 범행은 우연히 그 곳을 지나가는 보행자를 갑자기 구타해, 상대를 한방에 넉아웃시킬 수 있는지를 게임 감각으로 행하는 범죄로, 일부지역 젊은이들 사이에서 행해지고 있음. 공격은 젊은 그룹 중 1명이 실행하고, 다른 멤버는 지켜봄. ㅇ 수도 워싱턴의 콜롬비아 하이츠 지구에서는 11월14일 저녁, 걷고 있던 여성에게 뒤에서 자전거를 탄 8명 그룹이 다가와 그 중 1명이 갑자기 여성 후두부를 때려 다치게 함. 또, 다음날 저녁에도 같은 지구에서 비슷한 사건이 발생해, 남성이 피해를 당함. 미주리 주의 세인트루이스와 뉴욕 주의 시라큐스에서는 피해자가 사망한 사건도 발생함. ㅇ 범행은 묻지마 식으로 무작위로 행해진다고 하니, 신변안전에 각별히 유의. ▽ 정면에서 다가오는 젊은 그룹과는 되도록 거리를 둘 것 ▽ 뒤에서 접근해오는 젊은이나 자전거에 주의할 것 ▽ 야간과 이른 아침 외출 시에는 가급적 여럿이 행동할 것 ▽ 인적이 드문 곳과 어두운 곳 통행은 삼갈 것
외교부 여행경보제도
외교부에서 지정하는 여행 유의, 자제, 제한 등 해외 여행경보 대상국가 목록 및 상세정보를 조회할 수 있다.

여행유의(일부): 방콕 및 논타부리 주 전역, 빠툼타니 주 및 사뭇쁘라깐 주 방콕 접경 지역여행자제(일부): 수린주,시사켓주의 캄보디아와의 국경지역여행제한(일부): 나라티왓 주, 파타니 주, 얄라 주, 송크흘라 주 남부 말레이시아 인접지역
외교부 사건사고 현황
사건 사고가 발생한 국가명, 대륙, 사건사고 현황 등 목록정보 및 사고 내용에 대한 상세 정보를 조회할 수 있다. 예) 태국 사건ㆍ사고 예방을 위한 일반 수칙 ○ 방문국 존중 - 태국인들은 오랜 역사와 문화, 많은 유적과 아울러 한 번도 외세의 지배를 받지 않았다는 점 등에 대해 자랑스러워하고 또한 자존심이 높습니다. 방문국의 문화와 국민을 존중하는 것은 외국을 방문하는 관광객이 반드시 지녀야 하는 마음가짐입니다. - 방문기간 중 태국인들이 소중히 여기는 왕실, 종교, 문화, 유적, 관습 등을 공공연히 비하하거나 조롱하는 언행은 자칫 사건사고 발생의 원인이 될 수 있습니다. ○ “자국민 우선” 명심 - 외국인과 내국인을 차별대우해서는 안되는 것이 원칙이나 사실상 어느 나라든 내외국인간 시비가 발생하면 경찰 등의 공무원이 가급적 자국인에게 다소 호의적으로 처리하려는 것은 인지상정입니다. 따라서 외국을 방문 중에 현지인과 시비가 발생할 경우 불리한 입장에 처할 가능성이 있으므로 항시 언행에 주의하여 애초에 시비 거리가 발생하지 않도록 하는 것이 가장 바람직합니다. - 만약 시비가 발생하여 경찰 등의 공무원이 자신에게 불리하게 일처리를 하고 있다는 생각이 들 경우에도 큰소리로 고함을 지르며 항의하거나 물리적인 저항을 자제하시고 침착한 가운데 논리적인 반박을 하셔야 하며, 대사관의 도움이 필요한 경우 즉시 전화 등으로 조력을 요청하십시오. ○ 지나친 음주 자제 - 태국내 아국인 관광객 관련 사건사고는 야간에 음주상태에서 발생하는 경우가 대부분입니다. 간혹 여행 분위기에 편승하여 지나친 음주와 고성 등으로 인해 술집 등에서 타인과 언쟁을 하거나 물리적인 충돌이 발생, 피해를 입는 경우가 있으므로 과도한 음주를 하지 맙시다. ○ 낯선 사람의 지나친 친절 경계 - 여행지에서 낯선 타인에 대한 경계심을 늦추지 말고, 특별한 이유 없이 지나친 친절을 베푸는 타인에 대해서는 국적을 불문하고 한 번쯤 그 의도를 의심해 볼 필요가 있습니다. ○ 태국 왕실 등 모욕행위 엄금 - 국왕 및 왕실, 불상, 스님 등은 절대적인 존경의 대상이므로 이들을 모욕하는 일체의 언행은 절대로 해서는 안 됩니다. 도처에 모셔진 국왕-왕비 등의 사진은 물론 화폐에 그려진 국왕의 사진에 대한 고의적 낙서나 훼손, 심지어 SMS나 SNS를 통한 일체의 모욕적 표현도 처벌대상이며, 모욕적 표현의 인터넷 게시글을 퍼나르거나 방치하는 행위도 처벌되며 단순히 손가락으로 가리키는 행위도 시비를 야기할 수 있어 자제해야 합니다. ○ 다액 현금소지 등 자제 - 다액의 현금 및 고가의 귀중품, 신용카드 등은 가급적 호텔 금고나 프런트 등에 보관합시다. ○ 여권 관리 철저 - 여권은 해외에서 자신의 신분증명서 이므로 상시 휴대하시고 철저히 관리해야 합니다. 우리 여권은 세계 대부분 국가에 무사증으로 입국이 가능할 정도로 대외적으로 신인도가 높아 범죄 조직원들의 주요 절취 또는 위조의 표적이 되고 있습니다. - 태국에서 여권을 분실할 경우, 이민국(태국어로 ""떠머"")에서 입국확인 등의 소정의 절차를 거쳐야 합니다. 특히, 주말 및 휴일에는 태국 이민국이 업무를 하지 않기 때문에 여행 일정에 막대한 차질을 가져오니, 여권 관리에 항시 주의를 기울이시기 바랍니다.
외교부 현지 연락처
여권 분실 등 해외 여행 중 도움이 필요한 경우 해외 국가의 현지 대사관 연락처 등 연락처 목록 및 상세정보 조회 가 가능하다. 예) 태국 긴급연락처 ㅇ 방콕 기동경찰(사건ㆍ사고 신고센터) : 191 ㅇ 관광경찰 : 1155(영어, 무료) ㅇ 테러관련 신고 : 1195 ㅇ 교통사고 신고 : 1669 ㅇ 자연재해(지진, 해일, 폭풍 등) 신고 : 1860 ㅇ 화재신고 : 199 ㅇ 고속도로경찰 : 1193(고속도로, 국도상에서 사건ㆍ사고발생시) ㅇ 긴급의료지원 요청 : 02-207-6000(경찰병원) ㅇ 앰블러스 요청 : 02-354-8222(경찰병원) 관광통역서비스 ㅇ 관광경찰 : 1155(영어, 무료) 의료기관 연락처 ㅇ 영어 사용이 가능한 방콕 소재 병원 - Bangkok General Hospital (02-310-3000, 한국어 통역원 보유) - Samitivej Hospital (02-392-0011, 한국어 통역원 보유) - Bumrungrad Hospital (02-667-1000, 한국어 통역원 보유) - Praram 9 Hospital (02-202-9999, 한국어 통역원 보유) - Bangkok Christian Hospital (02-625-9000, 한국어 통역원 보유) - BNH Hospital (02-686-2700, 한국어 통역원 보유) 대사관 연락처 ㅇ 주소 : 23 Thiam-Ruammit Road, Ratchadapisek, Huay-Kwang, Bangkok 10310, Thailand - 대사관 약도 ㅇ 홈페이지 : tha.mofa.go.kr ㅇ 이메일 : koembth@gmail.com ㅇ 대표전화번호 : 66-(0)2-247-7537/9 ㅇ 당직전화번호(일과 후): 66-(0)81-914-5803 ㅇ 영사과 전화 : 66-(0)2-247-7540/41 영사협력원 연락처 [푸껫] ㅇ 성명 : 김태원 ㅇ 연락처 : 66-(0)81-869-5228 [치앙마이] ㅇ 성명 : 고천웅 ㅇ 연락처 : 66-(0)87-177-3481 [촌부리/파타야] ㅇ 성명 : 김민재 ㅇ 연락처 : 66-(0)83-587-4114 [후아힌] ㅇ 성명 : 박승리 ㅇ 연락처 : 66-(0)87-086-3255
외교부 대륙 구분코드
국가별 소속 대륙 구분코드 전체를 조회한다. 제공 데이터 건수 : 4건, 범위 : 대륙구분 코드, 대륙명 등",분류 : 문화관광,"PASSPORT_CAST는 안전한 해외여행을 위한 여행정보 가이드 앱 입니다.

- 해외여행 출발전 해당 국가 정보를 알고 싶을 때
- 해외여행 중 현지에서 어려운 상황 발생 시 연락처를 알고 싶을 때
- 전세계 국가들의 위치와 정보가 알고 싶을 때

이런 경우에 도움이 될 수 있도록 만들었습니다.

현재 버전은 국가별 정보와 대한민국 외교통상부 OPEN-API에서 제공하는
여행경보정보를 연동하여 컨텐츠를 제공하고 있습니다.

향후 버전 업그래이드를 통해 네트워크가 연결되지 않는 지역에서도
동작할 수 있도록 ""출국전 국가 정보 저장"" 기능을 추가할 예정입니다.

아직 많이 부족하지만 해외여행 가시는 우리나라 국민들에게
조금이나마 도움이 되었으면 합니다. ^^","외교부 국가별 여행 금지목록, 안전정보,사건사고 현황 등을 활용하여 지역,해외여행 시 국가별 안전정보 제공 및 전세계 국가 정보 제공합니다.",PASSPORT_CAST (안전한 해외여행)
0,"서비스 게시일 2014-11-30 개발유형 웹사이트 ( )
개발자 핀스토리 개발자 소재지 경기도
개발자 유형 등록일 2015-07-03","제공기관 서비스 설명
한국관광공사 국문 관광정보 서비스
코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 국문으로 제공한다.
한국관광공사 영문 관광정보 서비스
코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 영문으로 제공한다.",분류 : 문화관광,"핀스토리는 외국인 관광객을 대상으로 지역정보, 예약, SNS의 다국어 통합 서비스 플랫폼입니다. 향후 아시아 및 전 세계 주요 도시로 확장할 예정입니다.

모바일버전(m.pinstory.com)

[주요기능]

- 카테고리별 음식(식당) 정보 : 위치, 가격, 후기, 사진 등
- 지역별 음식(식당)정보 : 위치, 가격, 후기, 사진 등
- 사용자 리뷰기능
- 계정관리 제공(SNS 기능)",외국인관광객에게 관광정보를 제공하기 위해 한국관광공사 '국문 관광정보 서비스'와 '영문 관광정보 서비스'를 활용하였습니다.,핀스토리-Pinstory
0,"서비스 게시일 2015-06-05 개발유형 모바일앱 ( iOS )
개발자 강성민 개발자 소재지 서울특별시
개발자 유형 등록일 2015-07-02","제공기관 서비스 설명
한국관광공사 국문 관광정보 서비스
코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 국문으로 제공한다.",분류 : 문화관광,"국내 축제 및 여행 코스 추천 앱!
현재 진행중인 축제정보를 보고 축제에 참여해 보세요!
지역별, 기간별 코스를 통한 여행을 떠나보세요.
그밖에 현재 위치에서 어디에 가볼 만한 곳이 있는지 쉽게 찾을 수 있습니다!

[주요 기능]
① 현재 진행중인 국내 축제정보를 제공
현재 위치에서 가장 가까운 곳을 기반으로 자동차, 대중교통으로의 실시간 거리 및 시간을 계산해 줍니다.

② 엄선한 여행코스 제공
기간별, 지역별에 맞는 여행코스를 제공해줍니다.

③ 주변 위치 가볼 곳
집 주변, 여행지 코스를 벗어나 주변 다른 가볼 곳을 검색해 줍니다.

④ TMap, 네이버지도, 다음지도, Apple 지도 길찾기 연동
검색된 곳을 바탕으로 바로 떠날수 있도록 길찾기 앱과 연동하였습니다.

⑤ 다른 사람과의 축제, 여행지 공유
다른 사람들과 축제, 여행지 등을 SNS 와 문자 그리고 메일을 통해 공유 할 수 있도록 했습니다.
App 이 설치되어있지 않은 사람도 Web 으로 정보를 볼 수 있습니다.",지역별 관광지의 정보를 사용자와 가장 근접한 여행지 및 원하는 여행일정을 제공하는데 한국관광공사의 국문 관광정보 서비스를 활용하였습니다.,Trip Favorite
